"Release_Date","Title","Popularity","Vote_Count","Vote_Average","Original_Language","Genre"
"2001-10-12","Dagon",15.199,"258","6.3","en","Fantasy, Horror, Thriller"
"2019-10-31","Tailgate",15.198,"160","6.3","nl","Thriller, Horror"
"2008-09-17","The Secret Life of Bees",15.197,"415","7.4","en","Family, Adventure, Drama"
"2006-09-13","Starter for 10",15.196,"307","6.4","en","Drama, Comedy, Romance"
"2016-11-18","The Warriors Gate",15.195,"278","6.7","en","Action, Adventure"
"2011-09-16","Straw Dogs",15.194,"406","5.8","en","Drama, Thriller"
"1966-02-18","The Chase",15.194,"206","7.1","en","Crime, Drama, Thriller"
"1992-12-16","Forever Young",15.194,"690","6.4","en","Adventure, Fantasy, Drama, Science Fiction, Romance"
"2018-12-20","Dumplin'",15.191,"1218","6.8","en","Comedy, Drama"
"1989-10-13","The Cook, the Thief, His Wife & Her Lover",15.191,"436","7.4","en","Crime, Drama"
"2004-05-20","Mysterious Skin",15.189,"691","7.5","en","Drama"
"2011-01-01","Sex, Lies and Death",15.186,"44","6.7","es","Drama, Thriller, Crime, Romance"
"1993-07-08","In the Line of Fire",15.184,"1164","7.0","en","Action, Drama, Thriller, Crime, Mystery"
"1996-08-02","X: The Movie",15.183,"39","5.6","ja","Action, Animation, Fantasy"
"1989-01-01","Clownhouse",15.181,"131","6.1","en","Horror"
"1984-12-14","Runaway",15.179,"171","5.4","en","Thriller, Crime, Science Fiction"
"1977-08-31","The Duellists",15.176,"370","7.3","en","Drama, War"
"1993-10-19","The House of the Spirits",15.176,"530","6.9","en","Romance, Drama"
"2019-12-25","The Tunnel",15.174,"175","6.2","no","Thriller, Drama"
"2022-03-24","Everything Everywhere All at Once",15.17,"0","0.0","en","Action, Comedy, Science Fiction"
"2020-02-29","I Am Vengeance: Retaliation",15.168,"50","6.1","en","Action"
"2017-11-10","Mayhem",15.167,"481","6.5","en","Action, Comedy, Horror"
"1988-12-20","Working Girl",15.167,"706","6.6","en","Comedy, Romance, Drama"
"2021-10-08","The Manor",15.166,"152","5.6","en","Horror"
"2008-09-06","Gurren Lagann the Movie: Childhood's End",15.166,"72","7.5","ja","Action, Comedy, Animation"
"2014-10-25","Last Shift",15.165,"404","6.1","en","Horror, Thriller"
"2017-02-15","The Bar",15.164,"1085","6.3","es","Horror, Thriller, Comedy"
"1922-09-18","Häxan",15.164,"241","7.6","sv","Documentary, Horror, History"
"2003-04-16","Chasing Papi",15.161,"87","7.2","en","Comedy, Romance"
"2014-04-17","Bears",15.158,"127","7.4","en","Documentary"
"2012-01-13","Frenemies",15.156,"373","5.9","en","Drama, Family, TV Movie, Comedy"
"1986-12-12","¡Three Amigos!",15.155,"723","6.4","en","Comedy, Western, Adventure"
"2004-10-08","Halloweentown High",15.154,"243","6.6","en","Adventure, Comedy, Family, Fantasy, TV Movie"
"2019-11-27","The Two Popes",15.151,"2337","7.5","en","Drama, Comedy, History"
"2013-02-19","Hansel and Gretel Get Baked",15.151,"166","5.0","en","Horror, Comedy"
"2014-02-08","Buddha 2: The Endless Journey",15.15,"18","6.3","ja","Animation, Drama, History"
"2011-01-10","Passion Play",15.147,"83","5.1","en","Drama, Romance, Fantasy"
"1961-03-16","The Absent-Minded Professor",15.146,"122","6.4","en","Comedy, Family, Science Fiction"
"1988-12-07","The Adventures of Baron Munchausen",15.146,"637","7.0","en","Action, Adventure, Comedy, Fantasy, Family"
"1989-02-17","The 'Burbs",15.145,"913","6.7","en","Comedy, Horror, Thriller"
"2005-08-19","The Proud Family Movie",15.142,"58","5.9","en","TV Movie, Animation, Comedy, Family"
"2011-10-18","The Howling: Reborn",15.14,"76","4.7","en","Horror"
"2007-10-24","Northanger Abbey",15.139,"247","6.8","en","Romance, Drama, TV Movie"
"2021-11-12","Mahjong Nights",15.137,"3","4.7","tl","Thriller"
"2017-03-13","M.F.A.",15.137,"120","6.3","en","Thriller"
"1999-11-17","Jin-Roh: The Wolf Brigade",15.137,"321","7.4","ja","Animation, Science Fiction, Thriller, Drama"
"2018-10-04","22 July",15.136,"936","7.2","en","History, Drama, Thriller, Crime"
"2003-07-05","Battle Royale II: Requiem",15.136,"336","4.9","ja","Action, Thriller"
"1991-04-12","Out for Justice",15.135,"322","6.1","en","Action, Crime"
"2016-12-13","Realive",15.134,"165","6.0","es","Science Fiction"
"2017-03-09","Larceny",15.133,"47","3.9","en","Action, Thriller"
"1991-03-13","Paris Is Burning",15.132,"370","8.2","en","Documentary"
"2011-12-12","Kung Fu Panda: Secrets of the Masters",15.127,"177","6.3","en","Animation, Action"
"2015-08-06","Purpose of Reunion",15.124,"11","4.8","ko","Romance, Drama"
"2009-09-03","Extract",15.124,"439","5.8","en","Comedy"
"2017-01-07","Our Meal for Tomorrow",15.122,"5","6.3","ja","Drama, Romance"
"2018-04-19","The Guernsey Literary & Potato Peel Pie Society",15.121,"1103","7.5","en","Romance, Drama, History"
"2021-04-14","Why Did You Kill Me?",15.119,"104","6.3","en","Documentary, Crime"
"1998-01-01","Slayers Gorgeous",15.119,"11","6.7","ja","Animation, Adventure, Comedy, Fantasy"
"2003-08-15","Grind",15.119,"102","6.2","en","Action, Comedy, Adventure"
"1985-05-03","Private Resort",15.119,"166","5.6","en","Comedy"
"1992-04-15","Indochine",15.118,"152","7.0","fr","Drama, Romance"
"2014-02-02","Barefoot",15.117,"502","6.5","en","Comedy, Drama, Romance"
"1997-11-29","The Love Bug",15.116,"100","5.4","en","Fantasy, Adventure, Comedy, Family"
"1997-07-18","Nothing to Lose",15.115,"450","6.4","en","Action, Adventure, Comedy"
"2020-07-14","Summer of 85",15.114,"468","7.4","fr","Romance, Drama"
"1941-06-19","The Reluctant Dragon",15.113,"99","6.6","en","Fantasy, Animation, Family, Comedy"
"2021-09-03","Rise of the Footsoldier: Origins",15.111,"10","6.5","en","Crime, Drama, Action"
"2013-12-04","Enemies Closer",15.111,"124","5.3","en","Thriller, Action"
"1996-02-01","Black Sheep",15.106,"303","6.0","en","Comedy"
"2012-03-28","Dark Tide",15.105,"163","4.9","en","Thriller, Adventure, Drama"
"2018-03-10","Don’t Leave Home",15.103,"38","4.8","en","Thriller, Mystery"
"2002-09-05","Dolls",15.101,"217","7.6","ja","Drama, Romance"
"1980-11-11","Shogun Assassin",15.1,"118","6.8","ja","Action"
"2016-04-14","I Am Wrath",15.098,"529","5.5","en","Action, Crime, Drama, Thriller"
"2014-03-15","The Signal",15.098,"1342","6.0","en","Thriller, Science Fiction"
"2004-09-01","Vanity Fair",15.098,"282","5.7","pt","Drama, Romance"
"1997-09-06","Orgazmo",15.098,"306","6.2","en","Comedy"
"2011-02-02","Chalet Girl",15.097,"552","6.4","en","Comedy, Romance"
"2007-09-26","Before the Devil Knows You're Dead",15.095,"1131","7.1","en","Crime, Drama, Thriller"
"2006-02-21","The Prince & Me 2: The Royal Wedding",15.094,"201","5.7","en","Romance, Comedy, Family"
"2020-08-20","Charlatan",15.091,"61","6.6","cs","Drama"
"2015-11-12","Buddy's Mom",15.091,"5","5.2","ko","Drama, Romance"
"2019-12-13","Richard Jewell",15.09,"1860","7.5","en","Drama, History, Crime"
"2018-09-30","Shadow",15.085,"232","6.8","zh","Action, Drama"
"1969-09-10","Hibernatus",15.084,"349","6.8","fr","Comedy, Science Fiction"
"1979-02-20","Pleasure Shop on the Avenue",15.083,"9","4.9","it","Thriller"
"2004-04-07","Two Brothers",15.083,"698","7.1","en","Adventure, Drama, Family"
"1989-01-27","Three Fugitives",15.082,"205","6.7","en","Comedy"
"2019-09-09","Wasp Network",15.08,"268","6.1","en","Drama, History, Thriller"
"2015-11-06","The Hallow",15.079,"496","5.6","en","Fantasy, Horror"
"2004-11-19","Ring of the Nibelungs",15.077,"100","6.3","en","Action"
"2007-05-18","Savage Grace",15.075,"144","5.7","en","Drama"
"1993-10-08","Gettysburg",15.074,"221","6.9","en","Drama, History, War"
"1999-06-05","Kikujiro",15.073,"331","7.5","ja","Comedy, Drama, Family"
"2006-09-15","The Black Dahlia",15.071,"851","5.6","en","Drama, Crime, Thriller"
"2015-03-12","Suite Française",15.07,"974","7.3","en","Drama, Romance, War"
"2011-10-14","Texas Killing Fields",15.07,"375","5.8","en","Drama, Thriller, Crime, Mystery"
"1966-12-17","Ebirah, Horror of the Deep",15.069,"120","6.3","ja","Science Fiction, Action, Fantasy"
"2021-08-16","Ted Bundy: American Boogeyman",15.068,"28","6.1","en","Thriller, Crime"
"2019-03-29","A Vigilante",15.068,"279","5.5","en","Thriller, Drama"
"1977-10-26","Office Romance",15.067,"170","8.1","ru","Comedy, Romance, TV Movie"
"2011-12-09","The Sitter",15.065,"738","5.6","en","Comedy"
"2022-03-11","All My Friends Hate Me",15.063,"0","0.0","en","Horror, Comedy"
"1987-06-23","Dragnet",15.063,"348","5.9","en","Action, Comedy, Crime"
"2019-07-18","1BR",15.062,"271","6.2","en","Thriller, Drama, Horror"
"2014-08-13","Burnout",15.061,"62","6.7","no","Action, Comedy"
"2016-10-07","Middle School: The Worst Years of My Life",15.06,"342","6.9","en","Family, Comedy"
"2000-11-10","Red Planet",15.059,"788","5.6","en","Thriller, Action, Science Fiction"
"2017-12-01","Gangster Land",15.058,"51","5.6","en","Thriller, Crime, Action, Drama, History"
"2008-02-08","The Ramen Girl",15.058,"268","6.4","en","Romance, Comedy, Drama"
"2015-02-20","Hot Tub Time Machine 2",15.055,"726","5.2","en","Comedy"
"2014-09-11","Dolphin Tale 2",15.052,"299","7.0","en","Family, Drama"
"2005-04-22","Enron: The Smartest Guys in the Room",15.051,"206","7.3","en","Documentary"
"2012-04-14","Detective Conan: The Eleventh Striker",15.048,"84","6.9","ja","Mystery, Action, Animation"
"1997-06-12","Another 9 1/2 Weeks",15.048,"66","4.7","en","Drama, Romance"
"2015-05-14","Tale of Tales",15.046,"1383","6.3","it","Romance, Fantasy, Horror"
"2018-06-01","Action Point",15.043,"270","5.4","en","Comedy, Drama"
"2014-11-07","A Merry Friggin' Christmas",15.041,"176","5.2","en","Comedy"
"2019-11-21","The Blackout",15.038,"299","6.4","ru","Thriller, Science Fiction, Action"
"2008-02-01","War of the Worlds 2: The Next Wave",15.038,"45","4.0","en","Action, Science Fiction, Adventure"
"1994-09-15","Timecop",15.038,"868","6.0","en","Thriller, Science Fiction, Action, Crime"
"1976-10-27","The Wing or the Thigh?",15.037,"657","7.2","fr","Comedy"
"2017-03-14","Picture of Beauty",15.033,"25","4.2","en","Drama, Romance"
"2008-02-20","Welcome to the Sticks",15.032,"2050","6.7","fr","Comedy, Drama, Romance"
"2019-08-28","An Easy Girl",15.03,"266","5.6","fr","Comedy, Drama"
"2017-08-17","Madame",15.03,"233","6.0","en","Drama, Comedy"
"1999-10-01","Mystery, Alaska",15.03,"186","6.2","en","Drama, Comedy"
"1989-12-20","Born on the Fourth of July",15.029,"1295","7.0","en","Drama, War"
"1985-03-29","Desperately Seeking Susan",15.028,"326","6.1","en","Comedy, Drama"
"2004-01-15","Once Upon a Time in High School",15.023,"55","7.2","ko","Romance, Drama, Action"
"1982-12-17","The Dark Crystal",15.02,"850","7.2","en","Fantasy, Adventure, Family, Animation"
"2004-10-30","Be with You",15.019,"63","7.6","ja","Drama, Fantasy, Romance"
"1985-03-08","Mask",15.019,"309","7.1","en","Drama"
"1987-04-19","Wicked City",15.018,"125","6.7","ja","Animation, Action, Fantasy, Horror"
"1983-03-25","Bad Boys",15.018,"190","7.0","en","Crime, Drama, Thriller"
"1980-12-17","The Party",15.017,"912","6.5","fr","Drama, Romance, Comedy"
"2013-01-01","The Best Offer",15.015,"2381","7.9","it","Drama, Romance, Crime"
"2019-09-10","Curious George: Royal Monkey",15.013,"78","7.5","fr","Animation, Adventure, Comedy, Family"
"2004-07-23","Thunderbirds",15.01,"235","4.9","en","Action, Adventure, Comedy, Family, Fantasy, Science Fiction"
"1972-12-21","Cries and Whispers",15.01,"510","8.0","sv","Drama"
"2017-12-14","Christmas Wedding Planner",15.008,"365","5.5","en","Romance, Family, TV Movie"
"1987-10-07","Au Revoir les Enfants",15.008,"488","7.5","fr","Drama, War"
"2017-05-30","Cinderella's Hot Night",15.007,"61","5.8","en","Fantasy, Comedy"
"2009-04-21","Into the Blue 2: The Reef",15.007,"111","5.3","en","Action"
"2007-10-04","Love in the Time of Cholera",15.006,"290","6.6","en","Drama, Romance"
"1986-04-09","Betty Blue",15.004,"285","7.3","fr","Drama, Romance"
"2014-12-05","Still Alice",15.002,"2605","7.5","en","Drama"
"2012-06-15","Foodfight!",15.002,"95","1.8","en","Animation, Action, Comedy, Family"
"2015-10-05","Blunt Force Trauma",15.001,"68","5.1","en","Action"
"1996-07-27","Kids Return",15.001,"111","7.2","ja","Drama, Crime"
"1985-04-26","Just One of the Guys",15.0,"219","6.4","en","Comedy, Romance"
"2016-03-11","Beware the Slenderman",14.999,"185","6.4","en","Crime, Documentary"
"1992-09-10","Sex and Curse",14.998,"0","0.0","cn","Drama, Horror"
"1998-02-13","The Wedding Singer",14.994,"1359","6.8","en","Romance, Comedy"
"2017-10-28","The Fixies: Top Secret",14.993,"21","6.6","ru","Comedy, Family, Animation, Adventure"
"1988-12-14","Dirty Rotten Scoundrels",14.993,"614","7.2","en","Crime, Comedy"
"2011-08-19","The Inbetweeners Movie",14.987,"727","6.1","en","Comedy"
"1992-07-02","Justice, My Foot!",14.986,"63","6.5","cn","Comedy, Action"
"2017-09-22","Submergence",14.984,"234","5.4","en","Drama, Thriller, Romance"
"1999-08-06","The Thomas Crown Affair",14.984,"897","6.7","en","Drama, Crime, Romance"
"1989-12-13","Driving Miss Daisy",14.983,"1199","7.3","en","Drama"
"1985-03-22","Porky's 3: Revenge",14.982,"177","5.5","en","Comedy"
"1985-08-15","Twinkle, Twinkle, Lucky Stars",14.981,"80","6.7","cn","Action, Comedy"
"2018-06-22","Ruben Brandt, Collector",14.98,"95","7.5","hu","Animation, Action, Thriller, Crime"
"2019-08-29","Bacurau",14.979,"825","7.8","pt","Mystery, Western, Thriller"
"1955-06-03","The Seven Year Itch",14.978,"644","7.1","en","Comedy, Romance"
"2022-07-20","Nope",14.977,"0","0.0","en","Horror, Mystery, Science Fiction, Thriller"
"2021-12-03","The Scary of Sixty-First",14.977,"52","5.9","en","Horror, Mystery, Thriller, Comedy"
"1975-06-06","Mandingo",14.977,"85","6.7","en","History, Action, Romance, Drama"
"1952-08-27","The Crimson Pirate",14.977,"91","6.9","en","Action, Adventure, Comedy, Drama"
"1978-08-01","Fairy Tales",14.976,"33","6.5","en","Adventure, Comedy, Romance"
"2001-06-07","Monster's Ball",14.976,"737","6.8","en","Drama, Romance"
"2018-10-01","Cam",14.975,"1218","5.8","en","Mystery, Thriller, Horror"
"1963-12-21","Yesterday, Today and Tomorrow",14.975,"319","7.6","it","Drama, Comedy, Romance"
"2001-10-09","Children of the Corn: Revelation",14.975,"75","4.1","en","Horror"
"2017-05-17","The Merciless",14.973,"90","7.2","ko","Action, Crime, Mystery"
"1938-11-26","Angels with Dirty Faces",14.973,"217","7.7","en","Crime, Drama, Thriller"
"2021-03-12","Dark Web: Cicada 3301",14.972,"70","6.4","en","Thriller, Action, Comedy"
"2000-08-29","Alvin and the Chipmunks Meet the Wolfman",14.972,"146","6.9","en","Animation, Family, Fantasy, Music, Horror, Comedy"
"2006-04-27","Hatchet",14.972,"481","5.9","en","Comedy, Horror"
"2002-02-10","Turn A Gundam II: Moonlight Butterfly",14.971,"6","5.3","ja","Animation, Science Fiction"
"1970-03-29","Tristana",14.971,"175","7.3","es","Drama"
"1996-08-02","Chain Reaction",14.969,"786","5.6","en","Science Fiction, Action, Drama, Thriller"
"1990-07-26","Presumed Innocent",14.969,"496","6.8","en","Thriller, Crime, Mystery"
"1975-06-26","Flatfoot in Hong Kong",14.969,"104","6.2","it","Action, Comedy, Thriller, Drama"
"1993-09-08","Three Colors: Blue",14.969,"1202","7.7","fr","Drama"
"2007-01-01","Swingers Sex Party",14.967,"4","3.5","en","Drama"
"1965-06-23","Von Ryan's Express",14.967,"150","7.0","en","War, Action, Drama, History, Thriller"
"1991-11-01","The People Under the Stairs",14.965,"476","6.6","en","Comedy, Drama, Horror, Mystery, Thriller"
"1996-03-01","Up Close & Personal",14.964,"169","6.4","en","Drama, Romance"
"1999-08-14","Revolutionary Girl Utena: The Adolescence of Utena",14.963,"47","7.2","ja","Animation, Fantasy, Action, Romance"
"2017-01-12","Bunyan and Babe",14.961,"17","6.3","en","Adventure, Animation, Comedy, Family, Fantasy"
"2015-01-09","Bound",14.961,"59","3.7","en","Thriller"
"2005-07-17","A Cock and Bull Story",14.96,"103","6.4","en","Comedy"
"1981-05-15","Happy Birthday to Me",14.958,"119","6.0","en","Drama, Horror, Thriller, Mystery"
"1954-03-05","Creature from the Black Lagoon",14.957,"531","6.9","en","Adventure, Horror, Science Fiction"
"2017-11-10","The Bookshop",14.955,"333","6.5","en","Drama"
"1970-02-10","The Party at Kitty and Stud's",14.955,"46","3.2","en","Comedy, Drama"
"1965-08-29","Pierrot le Fou",14.953,"617","7.5","fr","Drama, Thriller"
"2007-06-01","Catacombs",14.951,"150","4.5","en","Horror, Thriller"
"2002-03-08","All About the Benjamins",14.951,"125","5.9","en","Action, Adventure, Comedy"
"1958-08-29","Cat on a Hot Tin Roof",14.951,"568","7.7","en","Drama, Romance"
"1996-09-13","Fly Away Home",14.95,"357","6.9","en","Action, Adventure, Drama, Family"
"1953-10-29","How to Marry a Millionaire",14.949,"382","6.9","en","Comedy, Romance"
"2022-08-26","Tad the Lost Explorer and the Mummy's Curse",14.948,"0","0.0","es","Adventure, Animation, Comedy, Family"
"2015-04-18","Crayon Shin-chan: My Moving Story! Cactus Large Attack!",14.948,"32","7.4","ja","Adventure, Animation, Comedy"
"2017-05-06","Batman & Bill",14.941,"53","7.6","en","Documentary"
"2005-07-31","The Zodiac",14.941,"98","5.6","en","Crime, Drama, Thriller"
"2020-08-22","Memories of My Father",14.939,"93","7.8","es","Drama"
"1993-03-12","Fire in the Sky",14.938,"390","6.5","en","Science Fiction, Drama, Mystery"
"1974-03-29","Watch Out, We're Mad",14.934,"603","7.5","it","Action, Comedy"
"2012-07-25","The Thieves",14.933,"219","6.7","ko","Action, Crime"
"1992-10-16","Consenting Adults",14.931,"99","5.4","en","Crime, Drama, Mystery"
"2003-03-11","The Hunted",14.93,"557","6.1","en","Drama, Action, Thriller, Crime"
"2002-12-27","Nicholas Nickleby",14.928,"134","6.9","en","Adventure, Drama, Action, Family"
"2008-10-03","Tokyo Gore Police",14.927,"219","5.9","ja","Adventure, Horror, Action, Science Fiction"
"2008-11-18","Australia",14.926,"1897","6.6","en","Adventure, Drama, Romance"
"2017-10-05","The Lodgers",14.924,"402","5.0","en","Drama, Horror, Romance, Thriller"
"2009-09-17","The Box",14.923,"1445","5.6","en","Thriller, Science Fiction"
"1999-11-15","Bartok the Magnificent",14.922,"171","6.1","en","Animation, Comedy, Family"
"2010-08-24","Tom and Jerry Meet Sherlock Holmes",14.919,"52","6.5","en","Family, Animation, Adventure, Comedy"
"1985-10-07","Guinea Pig 2: Flower of Flesh and Blood",14.914,"80","4.6","ja","Horror"
"1967-03-08","The Young Girls of Rochefort",14.914,"427","7.7","fr","Romance, Comedy, Drama"
"2016-02-25","In My Father's Garden",14.913,"13","6.4","nl","Drama"
"2014-05-17","The Incident",14.913,"114","6.9","es","Thriller, Science Fiction, Horror"
"2019-11-15","Go! The Unforgettable Party",14.912,"68","7.6","es","Music, Family"
"1982-01-13","El día de los albañiles: Los maistros del amor",14.912,"11","6.0","es","Comedy"
"2021-07-02","Supercool",14.911,"4","5.5","en","Comedy, Action"
"2014-12-17","The Bélier Family",14.909,"2024","6.9","fr","Comedy, Music"
"1998-04-23","Sliding Doors",14.909,"1032","6.6","en","Comedy, Drama, Fantasy, Romance"
"2014-01-17","Cloud 9",14.908,"446","6.9","en","Family, Action, Drama, Romance, TV Movie"
"2015-11-27","Hello, My Name Is Doris",14.903,"398","6.4","en","Comedy, Drama, Romance"
"2004-03-25","Jersey Girl",14.901,"812","6.1","en","Comedy, Romance, Drama"
"2018-09-14","Where Hands Touch",14.9,"420","8.1","en","War, Drama, Romance"
